"YEAR","MONTH","DAY","AVG_TSFC_F","MAX_TSFC_F","MIN_TSFC_F","AVG_TDEW_F","MAX_TDEW_F","MIN_TDEW_F","AVG_RH_PCT","MAX_RH_PCT","MIN_RH_PCT","AVG_CLDCOV_PCT","MAX_CLDCOV_PCT","MIN_CLDCOV_PCT","AVG_TAPP_F","MAX_TAPP_F","MIN_TAPP_F","TOT_PCPPREVHR_IN","AVG_SPD_MPH","MAX_SPD_MPH","MIN_SPD_MPH","AVG_TSFC_F_DIFF1","MAX_TSFC_F_DIFF1","MIN_TSFC_F_DIFF1","AVG_TDEW_F_DIFF1","MAX_TDEW_F_DIFF1","MIN_TDEW_F_DIFF1","AVG_RH_PCT_DIFF1","MAX_RH_PCT_DIFF1","MIN_RH_PCT_DIFF1","AVG_CLDCOV_PCT_DIFF1","MAX_CLDCOV_PCT_DIFF1","MIN_CLDCOV_PCT_DIFF1","AVG_TAPP_F_DIFF1","MAX_TAPP_F_DIFF1","MIN_TAPP_F_DIFF1","TOT_PCPPREVHR_IN_DIFF1","AVG_SPD_MPH_DIFF1","MAX_SPD_MPH_DIFF1","MIN_SPD_MPH_DIFF1","AVG_TSFC_F_DIFF2","MAX_TSFC_F_DIFF2","MIN_TSFC_F_DIFF2","AVG_TDEW_F_DIFF2","MAX_TDEW_F_DIFF2","MIN_TDEW_F_DIFF2","AVG_RH_PCT_DIFF2","MAX_RH_PCT_DIFF2","MIN_RH_PCT_DIFF2","AVG_CLDCOV_PCT_DIFF2","MAX_CLDCOV_PCT_DIFF2","MIN_CLDCOV_PCT_DIFF2","AVG_TAPP_F_DIFF2","MAX_TAPP_F_DIFF2","MIN_TAPP_F_DIFF2","TOT_PCPPREVHR_IN_DIFF2","AVG_SPD_MPH_DIFF2","MAX_SPD_MPH_DIFF2","MIN_SPD_MPH_DIFF2"
2010,1,26,18.95,23,12.2,12.55,15.7,4,72,79,67,99,100,99,4.33,9.6,-4.3,0.01,16,22,13,-9.68,-9,-7.2,-9.74,-9,-9.6,-5,-1,-1,2,0,5,-13.02,-12,-8.8,-0.04,1,-1,3,-22.13,-23.4,-18,-25.8,-28.8,-22.5,-18,-21,-13,-1,0,-1,-29.05,-30.1,-24,-0.38,2,2,4
2010,1,27,16.85,24.8,10.4,9.71,19.3,2.2,70,86,57,90,100,61,3.26,12.4,-6.1,0,13,22,8,-2.1,1.8,-1.8,-2.84,3.6,-1.8,-2,7,-10,-9,0,-38,-1.07,2.8,-1.8,-0.01,-3,0,-5,-11.78,-7.2,-9,-12.58,-5.4,-11.4,-7,6,-11,-7,0,-33,-14.09,-9.2,-10.6,-0.05,-2,-1,-2
2010,1,28,11.08,19.4,8.6,0.22,11,-4.4,57,67,47,89,100,68,-3.15,6.6,-7.1,0,11,20,7,-5.77,-5.4,-1.8,-9.49,-8.3,-6.6,-13,-19,-10,-1,0,7,-6.41,-5.8,-1,0,-2,-2,-1,-7.87,-3.6,-3.6,-12.33,-4.7,-8.4,-15,-12,-20,-10,0,-31,-7.48,-3,-2.8,-0.01,-5,-2,-6
2010,1,29,13.4,19.4,5,3.16,13.6,-6.2,58,73,47,91,100,71,3.46,12.7,-7.8,0,6,10,5,2.32,0,-3.6,2.94,2.6,-1.8,1,6,0,2,0,3,6.61,6.1,-0.7,0,-5,-10,-2,-3.45,-5.4,-5.4,-6.55,-5.7,-8.4,-12,-13,-10,1,0,10,0.2,0.3,-1.7,0,-7,-12,-3
2010,1,30,20.23,23,17.6,11.95,13.6,9.4,63,73,53,61,99,6,11.24,16.4,4.3,0,7,13,3,6.83,3.6,12.6,8.79,0,15.6,5,0,6,-30,-1,-65,7.78,3.7,12.1,0,1,3,-2,9.15,3.6,9,11.73,2.6,13.8,6,6,6,-28,-1,-62,14.39,9.8,11.4,0,-4,-7,-4
2010,1,31,21.88,28.4,15.8,12.23,13.9,7.8,62,79,36,18,88,1,12.49,17.5,5.6,0,8,16,5,1.65,5.4,-1.8,0.28,0.3,-1.6,-1,6,-17,-43,-11,-5,1.25,1.1,1.3,0,1,3,2,8.48,9,10.8,9.07,0.3,14,4,6,-11,-73,-12,-70,9.03,4.8,13.4,0,2,6,0
2010,2,1,25.33,30.2,17.6,14.88,21.1,11,61,74,54,84,100,35,19.91,26.7,11.7,0.02,4,9,1,3.45,1.8,1.8,2.65,7.2,3.2,-1,-5,18,66,12,34,7.42,9.2,6.1,0.02,-4,-7,-4,5.1,7.2,0,2.93,7.5,1.6,-2,1,1,23,1,29,8.67,10.3,7.4,0.02,-3,-4,-2
2010,2,2,29,32,24.8,24.55,26.5,19.3,83,93,64,99,100,92,22.02,26.4,16,0.13,7,13,3,3.67,1.8,7.2,9.67,5.4,8.3,22,19,10,15,0,57,2.11,-0.3,4.3,0.11,3,4,2,7.12,3.6,9,12.32,12.6,11.5,21,14,28,81,12,91,9.53,8.9,10.4,0.13,-1,-3,-2
2010,2,3,27.2,30.2,23,19.9,21.1,17.5,74,80,64,97,100,94,20.03,26.7,14,0,6,12,3,-1.8,-1.8,-1.8,-4.65,-5.4,-1.8,-9,-13,0,-2,0,2,-1.99,0.3,-2,-0.13,-1,-1,0,1.87,0,5.4,5.02,0,6.5,13,6,10,13,0,59,0.12,0,2.3,-0.02,2,3,2
2010,2,4,29.9,33.8,24.8,21.78,24.7,19.3,71,80,64,96,100,84,23,30.8,17.9,0,7,13,3,2.7,3.6,1.8,1.88,3.6,1.8,-3,0,0,-1,0,-10,2.97,4.1,3.9,0,1,1,0,0.9,1.8,0,-2.77,-1.8,0,-12,-13,0,-3,0,-8,0.98,4.4,1.9,-0.13,0,0,0
2010,2,5,32.68,35.6,30.2,26.43,28.3,24.7,78,93,64,100,100,100,22.8,25.8,18.1,0.1,14,22,7,2.78,1.8,5.4,4.65,3.6,5.4,7,13,0,4,0,16,-0.2,-5,0.2,0.1,7,9,4,5.48,5.4,7.2,6.53,7.2,7.2,4,13,0,3,0,6,2.77,-0.9,4.1,0.1,8,10,4
2010,2,6,26.9,30.2,26.6,17.58,22.9,15.7,67,74,63,99,100,96,14.25,19.1,11.7,0,17,24,9,-5.78,-5.4,-3.6,-8.85,-5.4,-9,-11,-19,-1,-1,0,-4,-8.55,-6.7,-6.4,-0.1,3,2,2,-3,-3.6,1.8,-4.2,-1.8,-3.6,-4,-6,-1,3,0,12,-8.75,-11.7,-6.2,0,10,11,6
2010,2,7,25.78,30.2,21.2,15.15,15.7,13.6,63,79,50,83,100,39,18.26,22.5,13.6,0,7,13,3,-1.12,0,-5.4,-2.43,-7.2,-2.1,-4,5,-13,-16,0,-57,4.01,3.4,1.9,0,-10,-11,-6,-6.9,-5.4,-9,-11.28,-12.6,-11.1,-15,-14,-14,-17,0,-61,-4.54,-3.3,-4.5,-0.1,-7,-9,-4
2010,2,8,25.4,28.4,21.2,15.25,17.5,13.9,65,79,54,91,100,64,17.33,21.2,12.6,0.01,7,16,5,-0.38,-1.8,0,0.1,1.8,0.3,2,0,4,8,0,25,-0.93,-1.3,-1,0.01,0,3,2,-1.5,-1.8,-5.4,-2.33,-5.4,-1.8,-2,5,-9,-8,0,-32,3.08,2.1,0.9,0.01,-10,-8,-4
2010,2,9,25.85,28.4,23,21.55,26.5,15.7,84,93,63,99,100,99,16.5,21.1,11.7,0.55,9,13,5,0.45,0,1.8,6.3,9,1.8,19,14,9,8,0,35,-0.83,-0.1,-0.9,0.54,2,-3,0,0.07,-1.8,1.8,6.4,10.8,2.1,21,14,13,16,0,60,-1.76,-1.4,-1.9,0.55,2,0,2
2010,2,10,24.43,26.6,19.4,17.03,24.7,13.6,73,93,63,100,100,100,12.48,17.9,7.2,0.12,14,23,6,-1.42,-1.8,-3.6,-4.52,-1.8,-2.1,-11,0,0,1,0,1,-4.02,-3.2,-4.5,-0.43,5,10,1,-0.97,-1.8,-1.8,1.78,7.2,-0.3,8,14,9,9,0,36,-4.85,-3.3,-5.4,0.11,7,7,1
2010,2,11,20.23,30.2,10.4,12.59,17.5,7.1,69,85,50,94,100,85,13.01,24.8,2.2,0,5,9,0,-4.2,3.6,-9,-4.44,-7.2,-6.5,-4,-8,-13,-6,0,-15,0.53,6.9,-5,-0.12,-9,-14,-6,-5.62,1.8,-12.6,-8.96,-9,-8.6,-15,-8,-13,-5,0,-14,-3.49,3.7,-9.5,-0.55,-4,-4,-5
2010,2,12,21.73,32,15.8,13.29,17.2,11,66,85,37,90,100,74,15.78,27.5,6.1,0,4,7,1,1.5,1.8,5.4,0.7,-0.3,3.9,-3,0,-13,-4,0,-11,2.77,2.7,3.9,0,-1,-2,1,-2.7,5.4,-3.6,-3.74,-7.5,-2.6,-7,-8,-26,-10,0,-26,3.3,9.6,-1.1,-0.12,-10,-16,-5
2010,2,13,21.8,30.2,14,11.85,13.6,9.4,60,73,37,96,100,89,13.57,21.9,6.4,0,7,15,3,0.07,-1.8,-1.8,-1.44,-3.6,-1.6,-6,-12,0,6,0,15,-2.21,-5.6,0.3,0,3,8,2,1.57,0,3.6,-0.74,-3.9,2.3,-9,-12,-13,2,0,4,0.56,-2.9,4.2,0,2,6,3
2010,2,14,20.23,30.2,10.4,11.48,13.9,5.5,65,85,43,94,100,80,12,23.4,0.8,0,6,12,3,-1.57,0,-3.6,-0.37,0.3,-3.9,5,12,6,-2,0,-9,-1.57,1.5,-5.6,0,-1,-3,0,-1.5,-1.8,-5.4,-1.81,-3.3,-5.5,-1,0,6,4,0,6,-3.78,-4.1,-5.3,0,2,5,2
2010,2,15,23.38,28.4,15.8,16.19,21.1,12.7,72,86,50,79,92,47,14.55,19.7,7.2,0.02,8,13,2,3.15,-1.8,5.4,4.71,7.2,7.2,7,1,7,-15,-8,-33,2.55,-3.7,6.4,0.02,2,1,-1,1.58,-1.8,1.8,4.34,7.5,3.3,12,13,13,-17,-8,-42,0.98,-2.2,0.8,0.02,1,-2,-1
2010,2,16,29.08,32,26.6,18.1,21.1,15.7,64,80,51,92,100,57,19.75,24.3,15.7,0.06,11,16,6,5.7,3.6,10.8,1.91,0,3,-8,-6,1,13,8,10,5.2,4.6,8.5,0.04,3,3,4,8.85,1.8,16.2,6.62,7.2,10.2,-1,-5,8,-2,0,-23,7.75,0.9,14.9,0.06,5,4,3
2010,2,17,30.88,33.8,28.4,19.68,22.9,17.5,63,69,59,91,100,79,23.28,26.4,19.1,0,8,13,6,1.8,1.8,1.8,1.58,1.8,1.8,-1,-11,8,-1,0,22,3.53,2.1,3.4,-0.06,-3,-3,0,7.5,5.4,12.6,3.49,1.8,4.8,-9,-17,9,12,8,32,8.73,6.7,11.9,-0.02,0,0,4
2010,2,18,33.13,39.2,28.4,21.03,24.7,15.8,62,74,38,97,100,94,26.81,32.7,20.4,0,7,12,5,2.25,5.4,0,1.35,1.8,-1.7,-1,5,-21,6,0,15,3.53,6.3,1.3,0,-1,-1,-1,4.05,7.2,1.8,2.93,3.6,0.1,-2,-6,-13,5,0,37,7.06,8.4,4.7,-0.06,-4,-4,-1
2010,2,19,30.8,44.6,21.2,16.1,43,12.7,55,95,30,65,100,26,25.97,43.5,13.6,0,5,8,2,-2.33,5.4,-7.2,-4.93,18.3,-3.1,-7,21,-8,-32,0,-68,-0.84,10.8,-6.8,0,-2,-4,-3,-0.08,10.8,-7.2,-3.58,20.1,-4.8,-8,26,-29,-26,0,-53,2.69,17.1,-5.5,0,-3,-5,-4
2010,2,20,34.1,39.2,30.2,27.7,31.9,17.5,77,86,51,96,100,88,29.72,37.8,22.6,0.03,5,9,1,3.3,-5.4,9,11.6,-11.1,4.8,22,-9,21,31,0,62,3.75,-5.7,9,0.03,0,1,-1,0.97,0,1.8,6.67,7.2,1.7,15,12,13,-1,0,-6,2.91,5.1,2.2,0.03,-2,-3,-4
2010,2,21,34.4,37.4,32,30.25,31.9,28.3,85,93,75,99,100,95,27.99,35.6,24.1,0.4,7,13,1,0.3,-1.8,1.8,2.55,0,10.8,8,7,24,3,0,7,-1.73,-2.2,1.5,0.37,2,4,0,3.6,-7.2,10.8,14.15,-11.1,15.6,30,-2,45,34,0,69,2.02,-7.9,10.5,0.4,2,5,-1
2010,2,22,32.38,33.8,30.2,28.9,30.1,26.5,87,93,80,99,100,99,23.91,27,20.8,0.37,10,17,8,-2.02,-3.6,-1.8,-1.35,-1.8,-1.8,2,0,5,0,0,4,-4.08,-8.6,-3.3,-0.03,3,4,7,-1.72,-5.4,0,1.2,-1.8,9,10,7,29,3,0,11,-5.81,-10.8,-1.8,0.34,5,8,7
2010,2,23,29.45,32,24.8,23.35,26.5,15.7,78,93,63,87,100,58,22.55,27.5,13.4,0,7,13,3,-2.93,-1.8,-5.4,-5.55,-3.6,-10.8,-9,0,-17,-12,0,-41,-1.36,0.5,-7.4,-0.37,-3,-4,-5,-4.95,-5.4,-7.2,-6.9,-5.4,-12.6,-7,0,-12,-12,0,-37,-5.44,-8.1,-10.7,-0.4,0,0,2
2010,2,24,24.63,28.4,21,18.96,26.5,15.7,79,93,68,99,100,95,14.3,18.2,10.1,0.22,11,18,5,-4.82,-3.6,-3.8,-4.39,0,0,1,0,5,12,0,37,-8.25,-9.3,-3.3,0.22,4,5,2,-7.75,-5.4,-9.2,-9.94,-3.6,-10.8,-8,0,-12,0,0,-4,-9.61,-8.8,-10.7,-0.15,1,1,-3
2010,2,25,25.78,30.2,21.2,16,22.9,12.7,65,80,47,100,100,100,15.04,20.2,10.6,0,12,16,7,1.15,1.8,0.2,-2.96,-3.6,-3,-14,-13,-21,1,0,5,0.74,2,0.5,-0.22,1,-2,2,-3.67,-1.8,-3.6,-7.35,-3.6,-3,-13,-13,-16,13,0,42,-7.51,-7.3,-2.8,0,5,3,4
2010,2,26,25.63,33.8,17.6,14.02,19.3,11,58,68,47,80,100,33,14.95,23.5,5.6,0.08,12,17,8,-0.15,3.6,-3.6,-1.98,-3.6,-1.7,-7,-12,0,-20,0,-67,-0.09,3.3,-5,0.08,0,1,1,1,5.4,-3.4,-4.94,-7.2,-4.7,-21,-25,-21,-19,0,-62,0.65,5.3,-4.5,-0.14,1,-1,3
2010,2,27,31.55,33.8,28.4,24.55,24.7,21.1,75,86,69,99,100,94,22.53,28.6,17.5,0.17,11,15,6,5.92,0,10.8,10.53,5.4,10.1,17,18,22,19,0,61,7.58,5.1,11.9,0.09,-1,-2,-2,5.77,3.6,7.2,8.55,1.8,8.4,10,6,22,-1,0,-6,7.49,8.4,6.9,0.17,-1,-1,-1
2010,2,28,34.55,37.4,33.8,27.85,30.1,24.7,76,86,65,100,100,100,27.95,32.8,24.8,0.01,8,13,5,3,3.6,5.4,3.3,5.4,3.6,1,0,-4,1,0,6,5.42,4.2,7.3,-0.16,-3,-2,-1,8.92,3.6,16.2,13.83,10.8,13.7,18,18,18,20,0,67,13,9.3,19.2,-0.07,-4,-4,-3
2010,3,1,33.13,35.6,32,26.35,28.3,24.7,76,80,69,99,100,96,25.15,29.9,22,0,10,15,7,-1.42,-1.8,-1.8,-1.5,-1.8,0,0,-6,4,-1,0,-4,-2.8,-2.9,-2.8,-0.01,2,2,2,1.58,1.8,3.6,1.8,3.6,3.6,1,-6,0,0,0,2,2.62,1.3,4.5,-0.17,-1,0,1
2010,3,2,32.15,33.8,30.2,24.4,26.5,21.1,72,80,64,99,100,97,23.45,25.8,19.3,0,11,15,7,-0.98,-1.8,-1.8,-1.95,-1.8,-3.6,-4,0,-5,0,0,1,-1.7,-4.1,-2.7,0,1,0,0,-2.4,-3.6,-3.6,-3.45,-3.6,-3.6,-4,-6,-1,-1,0,-3,-4.5,-7,-5.5,-0.01,3,2,2
2010,3,3,32.45,39.2,26.6,21.4,26.5,15.7,64,74,47,89,100,47,24.86,33.6,16.8,0,9,14,5,0.3,5.4,-3.6,-3,0,-5.4,-8,-6,-17,-10,0,-50,1.41,7.8,-2.5,0,-2,-1,-2,-0.68,3.6,-5.4,-4.95,-1.8,-9,-12,-6,-22,-10,0,-49,-0.29,3.7,-5.2,0,-1,-1,-2
2010,3,4,33.65,42.8,24.8,19.07,26.5,13.6,57,86,30,70,96,19,27.62,37.9,19,0,7,15,3,1.2,3.6,-1.8,-2.33,0,-2.1,-7,12,-17,-19,-4,-28,2.76,4.3,2.2,0,-2,1,-2,1.5,9,-5.4,-5.33,0,-7.5,-15,6,-34,-29,-4,-78,4.17,12.1,-0.3,0,-4,0,-4
2010,3,5,31.78,37.4,26.6,22.08,26.5,17.5,68,86,44,33,91,1,24.88,32.8,18.2,0,8,14,5,-1.87,-5.4,1.8,3.01,0,3.9,11,0,14,-37,-5,-18,-2.74,-5.1,-0.8,0,1,-1,2,-0.67,-1.8,0,0.68,0,1.8,4,12,-3,-56,-9,-46,0.02,-0.8,1.4,0,-1,0,0
2010,3,6,36.13,46.4,24.8,23.89,28.3,20.8,63,87,42,5,14,1,31.94,44.3,18.6,0,5,10,2,4.35,9,-1.8,1.81,1.8,3.3,-5,1,-2,-28,-77,0,7.06,11.5,0.4,0,-3,-4,-3,2.48,3.6,0,4.82,1.8,7.2,6,1,12,-65,-82,-18,4.32,6.4,-0.4,0,-2,-5,-1
2010,3,7,37.93,46.4,32,29.28,37.3,22.9,72,93,42,54,100,4,33.73,41.1,27.5,0.06,6,13,3,1.8,0,7.2,5.39,9,2.1,9,6,0,49,86,3,1.79,-3.2,8.9,0.06,1,3,1,6.15,9,5.4,7.2,10.8,5.4,4,7,-2,21,9,3,8.85,8.3,9.3,0.06,-2,-1,-2
2010,3,8,40.03,46.4,35.6,36.4,39.1,33.7,87,100,71,98,100,86,37.56,45.8,29.9,0,3,7,1,2.1,0,3.6,7.12,1.8,10.8,15,7,29,44,0,82,3.83,4.7,2.4,-0.06,-3,-6,-2,3.9,0,10.8,12.51,10.8,12.9,24,13,29,93,86,85,5.62,1.5,11.3,0,-2,-3,-1
2010,3,9,42.8,51.8,30.2,36.69,42.7,30,80,100,58,93,100,67,39.18,51.3,24.3,0.02,6,10,3,2.77,5.4,-5.4,0.29,3.6,-3.7,-7,0,-13,-5,0,-19,1.62,5.5,-5.6,0.02,3,3,2,4.87,5.4,-1.8,7.41,5.4,7.1,8,7,16,39,0,63,5.45,10.2,-3.2,-0.04,0,-3,0
2010,3,10,54.5,62.6,48.2,46.3,51.7,42.7,74,93,55,67,100,3,52.18,62.4,43,0.12,8,16,3,11.7,10.8,18,9.61,9,12.7,-6,-7,-3,-26,0,-64,13,11.1,18.7,0.1,2,6,0,14.47,16.2,12.6,9.9,12.6,9,-13,-7,-16,-31,0,-83,14.62,16.6,13.1,0.12,5,9,2
2010,3,11,54.35,60.8,50,48.25,51.7,44.5,80,94,68,93,100,68,51.68,58.9,47,0.28,10,16,2,-0.15,-1.8,1.8,1.95,0,1.8,6,1,13,26,0,65,-0.5,-3.5,4,0.16,2,0,-1,11.55,9,19.8,11.56,9,14.5,0,-6,10,0,0,1,12.5,7.6,22.7,0.26,4,6,-1
2010,3,12,48.43,53.6,42.8,41.88,48.1,37.3,78,93,58,99,100,92,45.01,52.1,39.8,0.02,8,16,2,-5.92,-7.2,-7.2,-6.37,-3.6,-7.2,-2,-1,-10,6,0,24,-6.67,-6.8,-7.2,-0.26,-2,0,0,-6.07,-9,-5.4,-4.42,-3.6,-5.4,4,0,3,32,0,89,-7.17,-10.3,-3.2,-0.1,0,0,-1
2010,3,13,44.9,48.2,42.8,42.85,46.3,39.1,92,100,87,100,100,100,38.02,41.9,34.5,0.36,15,23,9,-3.53,-5.4,0,0.97,-1.8,1.8,14,7,29,1,0,8,-6.99,-10.2,-5.3,0.34,7,7,7,-9.45,-12.6,-7.2,-5.4,-5.4,-5.4,12,6,19,7,0,32,-13.66,-17,-12.5,0.08,5,7,7
2010,3,14,43.25,48.2,39.2,35.65,39.1,31.9,75,93,61,97,100,87,35.83,42.1,29.8,0,15,20,8,-1.65,0,-3.6,-7.2,-7.2,-7.2,-17,-7,-26,-3,0,-13,-2.19,0.2,-4.7,-0.36,0,-3,-1,-5.18,-5.4,-3.6,-6.23,-9,-5.4,-3,0,3,-2,0,-5,-9.18,-10,-10,-0.02,7,4,6
2010,3,15,44.38,48.2,41,35.58,37.3,33.7,71,76,66,98,100,95,39.63,43.7,35.8,0,9,14,3,1.13,0,1.8,-0.07,-1.8,1.8,-4,-17,5,1,0,8,3.8,1.6,6,0,-6,-6,-5,-0.52,0,-1.8,-7.27,-9,-5.4,-21,-24,-21,-2,0,-5,1.61,1.8,1.3,-0.36,-6,-9,-6
2010,3,16,46.85,60.8,37.4,26.37,33.7,13.6,50,81,15,99,100,99,44.96,60.6,33.8,0,4,8,2,2.47,12.6,-3.6,-9.21,-3.6,-20.1,-21,5,-51,1,0,4,5.33,16.9,-2,0,-5,-6,-1,3.6,12.6,-1.8,-9.28,-5.4,-18.3,-25,-12,-46,2,0,12,9.13,18.5,4,0,-11,-12,-6
2010,3,17,47.15,60.8,33.8,23.4,51.1,13.6,44,98,18,86,100,32,45.07,60.8,30.9,0,4,10,3,0.3,0,-3.6,-2.97,17.4,0,-6,17,3,-13,0,-67,0.11,0.2,-2.9,0,0,2,1,2.77,12.6,-7.2,-12.18,13.8,-20.1,-27,22,-48,-12,0,-63,5.44,17.1,-4.9,0,-5,-4,0
2010,3,18,51.2,62.6,39.2,36.2,41,19.4,57,81,36,72,100,31,48.24,60,35.9,0,10,21,3,4.05,1.8,5.4,12.8,-10.1,5.8,13,-17,18,-14,0,-1,3.17,-0.8,5,0,6,11,0,4.35,1.8,1.8,9.83,7.3,5.8,7,0,21,-27,0,-68,3.28,-0.6,2.1,0,6,13,1
2010,3,19,52.4,64.4,39.2,36.8,41,30.1,57,76,34,86,100,69,48.48,62.9,30.6,0.05,12,23,5,1.2,1.8,0,0.6,0,10.7,0,-5,-2,14,0,38,0.24,2.9,-5.3,0.05,2,2,2,5.25,3.6,5.4,13.4,-10.1,16.5,13,-22,16,0,0,37,3.41,2.1,-0.3,0.05,8,13,2
2010,3,20,34.33,39.2,32,29.65,30.1,28.3,83,93,70,100,100,100,24,30.5,20.5,0.7,16,22,13,-18.07,-25.2,-7.2,-7.15,-10.9,-1.8,26,17,36,14,0,31,-24.48,-32.4,-10.1,0.65,4,-1,8,-16.87,-23.4,-7.2,-6.55,-10.9,8.9,26,12,34,28,0,69,-24.24,-29.5,-15.4,0.7,6,1,10
2010,3,21,37.63,42.8,33.8,29.8,33.7,24.7,74,87,52,98,100,94,28.83,35.1,22.8,0.04,15,21,12,3.3,3.6,1.8,0.15,3.6,-3.6,-9,-6,-18,-2,0,-6,4.83,4.6,2.3,-0.66,-1,-1,-1,-14.77,-21.6,-5.4,-7,-7.3,-5.4,17,11,18,12,0,25,-19.65,-27.8,-7.8,-0.01,3,-2,7
2010,3,22,42.35,48.2,37.4,22.95,30.1,17.6,47,75,32,29,100,2,34.98,42.3,29.3,0,15,21,8,4.72,5.4,3.6,-6.85,-3.6,-7.1,-27,-12,-20,-69,0,-92,6.15,7.2,6.5,-0.04,0,0,-4,8.02,9,5.4,-6.7,0,-10.7,-36,-18,-38,-71,0,-98,10.98,11.8,8.8,-0.7,-1,-1,-5
2010,3,23,42.8,55.4,30.2,26.61,31.9,17.6,57,93,26,14,41,1,39.58,54.2,25.4,0,5,12,1,0.45,7.2,-7.2,3.66,1.8,0,10,18,-6,-15,-59,-1,4.6,11.9,-3.9,0,-10,-9,-7,5.17,12.6,-3.6,-3.19,-1.8,-7.1,-17,6,-26,-84,-59,-93,10.75,19.1,2.6,-0.04,-10,-9,-11
2010,3,24,45.73,53.6,37.4,22.8,28.3,13.6,42,65,20,94,100,74,42.65,51.6,33.8,0.21,6,10,3,2.93,-1.8,7.2,-3.81,-3.6,-4,-15,-28,-6,80,59,73,3.07,-2.6,8.4,0.21,1,-2,2,3.38,5.4,0,-0.15,-1.8,-4,-5,-10,-12,65,0,72,7.67,9.3,4.5,0.21,-9,-11,-5
2010,3,25,38.53,46.4,30.2,26.43,39.1,15.7,62,76,51,98,100,87,29.42,44.3,16.5,0.11,17,26,5,-7.2,-7.2,-7.2,3.63,10.8,2.1,20,11,31,4,0,13,-13.23,-7.3,-17.3,-0.1,11,16,2,-4.27,-9,0,-0.18,7.2,-1.9,5,-17,25,84,59,86,-10.16,-9.9,-8.9,0.11,12,14,4
2010,3,26,32.68,39.2,28.4,14.48,24.7,7.8,46,69,24,6,37,0,24.46,35,16.6,0,10,20,5,-5.85,-7.2,-1.8,-11.95,-14.4,-7.9,-16,-7,-27,-92,-63,-87,-4.96,-9.3,0.1,-0.11,-7,-6,0,-13.05,-14.4,-9,-8.32,-3.6,-5.8,4,4,4,-88,-63,-74,-18.19,-16.6,-17.2,-0.21,4,10,2
2010,3,27,41.68,51.8,33.8,26.67,35.5,21.1,56,75,37,88,100,68,36.43,47.8,26.4,0.04,9,14,3,9,12.6,5.4,12.19,10.8,13.3,10,6,13,82,63,68,11.97,12.8,9.8,0.04,-1,-6,-2,3.15,5.4,3.6,0.24,-3.6,5.4,-6,-1,-14,-10,0,-19,7.01,3.5,9.9,-0.07,-8,-12,-2
2010,3,28,43.33,50,37.4,29.82,33.7,19.4,60,75,30,75,100,12,36.43,43.9,28.5,0.04,14,21,7,1.65,-1.8,3.6,3.15,-1.8,-1.7,4,0,-7,-13,0,-56,0,-3.9,2.1,0,5,7,4,10.65,10.8,9,15.34,9,11.6,14,6,6,69,63,12,11.97,8.9,11.9,0.04,4,1,2
2010,3,29,38.07,44.6,33.8,28.73,35.1,28.3,69,86,53,99,100,97,32.24,43.1,26.6,0,8,14,3,-5.26,-5.4,-3.6,-1.09,1.4,8.9,9,11,23,24,0,85,-4.19,-0.8,-1.9,-0.04,-6,-7,-4,-3.61,-7.2,0,2.06,-0.4,7.2,13,11,16,11,0,29,-4.19,-4.7,0.2,-0.04,-1,0,0
2010,3,30,48.8,62.6,32,33.36,37.4,28.3,58,86,36,71,100,33,45.81,61.2,28.7,0,9,15,3,10.73,18,-1.8,4.63,2.3,0,-11,0,-17,-28,0,-64,13.57,18.1,2.1,0,1,1,0,5.47,12.6,-5.4,3.54,3.7,8.9,-2,11,6,-4,0,21,9.38,17.3,0.2,-0.04,-5,-6,-4
2010,3,31,63.93,77,51.8,42.72,54.2,37.3,47,91,32,72,92,48,62.85,77,47.5,0,14,21,6,15.13,14.4,19.8,9.36,16.8,9,-11,5,-4,1,-8,15,17.04,15.8,18.8,0,5,6,3,25.86,32.4,18,13.99,19.1,9,-22,5,-21,-27,-8,-49,30.61,33.9,20.9,0,6,7,3
2010,4,1,69.58,82.4,57.2,48.4,53.6,44.5,48,63,35,76,100,42,69.55,82.4,54.9,0,13,25,8,5.65,5.4,5.4,5.68,-0.6,7.2,1,-28,3,4,8,-6,6.7,5.4,7.4,0,-1,4,2,20.78,19.8,25.2,15.04,16.2,16.2,-10,-23,-1,5,0,9,23.74,21.2,26.2,0,4,10,5
2010,4,2,69.95,80.6,60.8,44.09,51.7,37.4,40,64,24,94,100,74,69.6,80.6,58.9,0,16,25,8,0.37,-1.8,3.6,-4.31,-1.9,-7.1,-8,1,-11,18,0,32,0.05,-1.8,4,0,3,0,0,6.02,3.6,9,1.37,-2.5,0.1,-7,-27,-8,22,8,26,6.75,3.6,11.4,0,2,4,2
2010,4,3,54.95,60.8,50,41.22,48.1,30.2,62,87,33,83,100,32,51.98,58.7,43.7,0.31,11,20,6,-15,-19.8,-10.8,-2.87,-3.6,-7.2,22,23,9,-11,0,-42,-17.62,-21.9,-15.2,0.31,-5,-5,-2,-14.63,-21.6,-7.2,-7.18,-5.5,-14.3,14,24,-2,7,0,-10,-17.57,-23.7,-11.2,0.31,-2,-5,-2
