WsWaIdx,SiteName,Month,Day,Year,avg_Tsfc_F,max_Tsfc_F,min_Tsfc_F,tot_Tsfc_F,avg_Tdew_F,max_Tdew_F,min_Tdew_F,tot_Tdew_F,avg_Twet_F,max_Twet_F,min_Twet_F,tot_Twet_F,avg_Rh_PCT,max_Rh_PCT,min_Rh_PCT,tot_Rh_PCT,avg_Psfc_MB,max_Psfc_MB,min_Psfc_MB,tot_Psfc_MB,avg_CldCov_PCT,max_CldCov_PCT,min_CldCov_PCT,tot_CldCov_PCT,avg_Twc_F,max_Twc_F,min_Twc_F,tot_Twc_F,avg_Tapp_F,max_Tapp_F,min_Tapp_F,tot_Tapp_F,avg_Spd_KTS,max_Spd_KTS,min_Spd_KTS,tot_Spd_KTS,avg_Dir_DEG,max_Dir_DEG,min_Dir_DEG,tot_Dir_DEG,avg_PcpPrevHr_IN,max_PcpPrevHr_IN,min_PcpPrevHr_IN,tot_PcpPrevHr_IN,avg_DnSol_WsqM,max_DnSol_WsqM,min_DnSol_WsqM,tot_DnSol_WsqM,avg_DiffHorz_WsqM,max_DiffHorz_WsqM,min_DiffHorz_WsqM,tot_DiffHorz_WsqM,avg_DirNormIr_WsqM,max_DirNormIr_WsqM,min_DirNormIr_WsqM,tot_DirNormIr_WsqM,avg_Spd_MPH,max_Spd_MPH,min_Spd_MPH,tot_Spd_MPH
39899,KMDW,9,12,2009,69.130000,78.8,62.6,1659.0,60.580000,64.3,55.4,1453.8,63.560000,66.1,61.4,1525.5,77,100,45,1848,998.090000,999.2,997.2,23954.2,3,16,0,93,69.130000,78.8,62.6,1659.0,70.000000,79.4,62.6,1680.0,4,9,2,112,147,360,0,3550,0.000000,0.00,0.00,0.00,236,784,0,5678,69,203,0,1662,271,772,0,6516,5,10,2,123
39899,KMDW,9,13,2009,68.680000,78.8,59.0,1648.2,55.350000,62.5,50.0,1328.3,60.500000,63.8,57.9,1451.9,67,100,39,1610,997.860000,999.5,996.2,23948.6,2,9,0,49,68.680000,78.8,59.0,1648.2,69.380000,78.8,59.0,1665.0,5,9,2,122,187,360,10,4500,0.000000,0.00,0.00,0.00,241,799,0,5798,61,171,0,1464,296,803,0,7105,5,10,2,138
39899,KMDW,9,14,2009,71.900000,82.4,60.8,1725.6,55.370000,57.1,53.5,1328.8,61.380000,65.1,56.4,1473.2,58,82,40,1402,996.100000,997.9,994.2,23906.5,17,49,6,423,71.440000,82.4,58.6,1714.5,72.190000,82.4,58.6,1732.5,6,12,2,147,213,360,50,5120,0.000000,0.00,0.00,0.00,229,781,0,5506,72,212,0,1733,256,782,0,6144,7,14,2,168
39899,KMDW,9,15,2009,72.430000,82.4,64.4,1738.2,58.190000,62.6,53.6,1396.6,63.180000,68.2,59.7,1516.4,62,83,42,1507,995.900000,996.9,995.2,23901.5,50,100,1,1219,72.420000,82.4,64.4,1738.1,73.300000,82.9,64.4,1759.3,7,16,2,171,150,360,0,3610,0.000000,0.00,0.00,0.00,180,654,0,4335,105,389,0,2542,128,630,0,3079,8,18,2,196
39899,KMDW,9,16,2009,67.100000,71.6,62.6,1610.4,54.720000,62.5,49.9,1313.3,59.510000,64.9,56.0,1428.3,65,83,49,1568,1000.050000,1001.5,997.2,24001.1,4,28,0,108,66.680000,71.6,62.1,1600.2,66.850000,75.9,62.1,1604.5,11,16,3,272,72,360,30,1730,0.000000,0.00,0.00,0.00,216,747,0,5195,86,343,0,2075,219,809,0,5263,13,18,3,313
39899,KMDW,9,17,2009,63.350000,69.8,55.4,1520.4,50.600000,53.5,48.1,1214.4,55.840000,58.9,51.4,1340.1,64,77,46,1539,999.910000,1001.5,998.2,23997.8,6,39,0,159,63.180000,69.8,53.8,1516.2,63.180000,69.8,53.8,1516.2,6,10,2,144,126,360,40,3040,0.000000,0.00,0.00,0.00,226,743,0,5440,69,235,0,1672,267,875,0,6413,6,12,2,167
39899,KMDW,9,18,2009,64.700000,78.8,51.8,1552.8,54.650000,62.5,48.1,1311.6,58.450000,65.4,49.7,1402.8,72,94,42,1735,999.350000,1001.2,998.2,23984.5,16,40,0,404,64.130000,78.8,50.6,1539.2,64.810000,79.1,50.6,1555.5,7,12,3,173,193,360,30,4650,0.000000,0.00,0.00,0.00,215,754,0,5175,75,242,0,1815,234,756,0,5630,8,14,3,200
39899,KMDW,9,19,2009,66.500000,73.4,59.0,1596.0,55.480000,57.2,48.1,1331.5,59.630000,63.0,55.1,1431.1,69,88,53,1657,1000.860000,1002.9,999.5,24020.7,58,100,14,1403,66.490000,73.4,59.0,1595.8,67.670000,76.8,59.0,1624.0,5,10,3,136,148,360,0,3560,0.000000,0.00,0.00,0.00,145,519,0,3497,112,387,0,2704,55,187,0,1331,6,12,3,155
39899,KMDW,9,20,2009,64.630000,69.8,55.4,1551.0,55.090000,66.1,46.3,1322.2,58.890000,66.1,51.2,1413.4,72,100,55,1742,995.130000,999.5,990.2,23883.1,52,99,11,1267,64.550000,69.8,54.2,1549.1,64.550000,69.8,54.2,1549.1,6,12,3,162,93,180,40,2240,0.010000,0.14,0.00,0.25,198,744,0,4761,77,324,0,1852,199,762,0,4778,7,14,3,187
39899,KMDW,9,21,2009,65.000000,68.0,62.6,1560.0,60.700000,66.1,57.1,1456.8,62.280000,66.1,60.5,1494.6,86,100,73,2085,992.450000,994.2,990.2,23818.8,52,100,2,1250,64.940000,68.0,62.4,1558.5,64.940000,68.0,62.4,1558.5,5,10,3,131,206,280,60,4960,0.000000,0.01,0.00,0.01,160,649,0,3840,95,372,0,2293,114,718,0,2743,6,12,3,153
39899,KMDW,9,22,2009,69.430000,75.2,62.6,1666.2,64.970000,69.7,62.4,1559.3,66.380000,71.2,62.5,1593.1,86,100,74,2076,993.400000,994.9,992.2,23841.5,92,100,80,2230,69.430000,75.2,62.6,1666.2,70.780000,78.9,62.6,1698.7,6,12,3,158,174,270,100,4180,0.020000,0.14,0.00,0.38,107,437,0,2581,72,245,0,1731,52,304,0,1267,7,14,3,186
39899,KMDW,9,23,2009,67.550000,75.2,62.6,1621.2,62.580000,64.3,60.7,1501.8,64.230000,67.1,61.4,1541.4,85,100,65,2041,997.760000,999.2,995.2,23946.2,96,100,83,2324,67.540000,75.2,62.4,1621.0,68.340000,78.0,62.4,1640.1,5,9,3,122,193,330,0,4640,0.000000,0.00,0.00,0.00,120,451,0,2889,74,232,0,1794,70,356,0,1690,5,10,3,143
39899,KMDW,9,24,2009,67.330000,71.6,64.4,1615.8,62.350000,64.2,60.7,1496.3,64.010000,65.4,62.7,1536.3,84,100,73,2033,999.140000,1000.5,997.9,23979.4,99,100,99,2397,67.320000,71.6,64.2,1615.6,67.700000,76.2,64.2,1624.8,4,7,3,114,98,360,50,2360,0.000000,0.00,0.00,0.00,102,431,0,2471,72,242,0,1749,44,262,0,1071,5,8,3,131
39899,KMDW,9,25,2009,65.450000,69.8,60.8,1570.8,56.440000,60.7,53.5,1354.6,59.850000,62.7,57.8,1436.4,73,94,56,1773,997.880000,998.9,996.2,23949.1,94,100,79,2277,65.420000,69.8,60.8,1570.1,65.420000,69.8,60.8,1570.1,5,10,2,138,132,360,80,3180,0.010000,0.04,0.00,0.12,81,302,0,1949,73,270,0,1773,16,93,0,387,6,12,2,160
39899,KMDW,9,26,2009,62.000000,66.2,57.2,1488.0,55.980000,57.1,53.5,1343.4,58.310000,59.4,55.1,1399.4,81,94,68,1953,990.970000,995.5,986.6,23783.3,64,99,19,1548,61.950000,66.2,56.9,1486.9,61.950000,66.2,56.9,1486.9,4,8,3,108,264,360,190,6340,0.000000,0.00,0.00,0.00,133,507,0,3202,102,368,0,2466,53,219,0,1281,5,9,3,127
39899,KMDW,9,27,2009,63.800000,73.4,53.6,1531.2,53.760000,60.7,50.0,1290.2,57.710000,61.4,53.6,1385.1,73,100,44,1769,980.280000,985.6,973.6,23526.7,28,93,1,686,63.250000,73.4,52.1,1518.0,64.270000,76.3,52.1,1542.5,8,16,3,201,230,360,180,5540,0.010000,0.09,0.00,0.17,201,722,0,4837,60,168,0,1452,240,784,0,5773,9,18,3,234
39899,KMDW,9,28,2009,56.450000,60.8,51.8,1354.8,41.960000,46.3,39.1,1007.1,48.940000,51.9,46.4,1174.5,59,77,48,1418,980.040000,985.2,975.3,23521.0,79,100,7,1918,52.210000,58.5,46.2,1253.0,52.210000,58.5,46.2,1253.0,16,21,11,402,284,310,270,6820,0.000000,0.01,0.00,0.01,95,417,0,2285,80,296,0,1930,21,183,0,514,19,24,13,464
39899,KMDW,9,29,2009,52.700000,57.2,48.2,1264.8,41.880000,48.1,37.3,1005.0,47.160000,51.4,43.0,1131.9,66,77,58,1607,992.250000,995.9,985.6,23814.1,96,100,76,2307,49.310000,56.9,41.3,1183.4,49.310000,56.9,41.3,1183.4,9,17,4,220,242,360,20,5810,0.000000,0.00,0.00,0.00,59,259,0,1417,57,245,0,1390,1,20,0,38,10,20,5,256
39899,KMDW,9,30,2009,54.200000,59.0,48.2,1300.8,42.700000,44.5,39.1,1024.8,48.220000,51.2,45.4,1157.2,65,81,48,1578,997.300000,998.9,995.9,23935.1,51,100,0,1233,52.140000,59.0,46.9,1251.4,52.140000,59.0,46.9,1251.4,6,10,3,159,223,360,0,5360,0.000000,0.00,0.00,0.00,125,579,0,3019,78,282,0,1891,88,616,0,2113,7,12,3,183
39899,KMDW,10,1,2009,52.030000,59.0,44.6,1248.6,45.700000,51.7,39.1,1096.8,48.740000,53.4,42.0,1169.7,80,94,58,1924,991.120000,996.2,981.9,23786.9,61,100,1,1479,49.370000,58.1,41.4,1184.9,49.370000,58.1,41.4,1184.9,7,13,4,177,134,170,100,3220,0.010000,0.06,0.00,0.14,123,483,0,2957,78,293,0,1889,92,523,0,2221,8,15,5,208
39899,KMDW,10,2,2009,51.200000,55.4,48.2,1228.8,46.300000,53.5,42.7,1111.2,48.620000,54.4,46.3,1166.9,83,100,71,2010,978.250000,980.3,977.3,23477.9,95,100,83,2297,47.070000,53.7,43.3,1129.6,47.070000,53.7,43.3,1129.6,10,17,6,247,207,260,120,4990,0.010000,0.04,0.00,0.19,108,445,0,2602,79,289,0,1897,51,336,0,1227,11,20,7,285
39899,KMDW,10,3,2009,50.830000,57.2,46.4,1219.8,46.220000,48.1,44.5,1109.3,48.380000,52.2,45.4,1161.0,85,100,63,2043,983.270000,989.2,977.9,23598.4,70,99,23,1698,47.260000,54.9,41.4,1134.2,47.260000,54.9,41.4,1134.2,8,13,5,201,252,290,220,6070,0.010000,0.02,0.00,0.14,164,673,0,3937,94,381,0,2267,127,469,0,3058,9,15,6,231
39899,KMDW,10,4,2009,52.030000,60.8,46.4,1248.6,42.330000,44.5,39.1,1015.9,47.050000,50.4,43.7,1129.2,71,87,45,1709,993.300000,995.9,989.6,23839.3,41,78,8,988,48.980000,58.1,43.7,1175.6,48.980000,58.1,43.7,1175.6,8,15,3,201,274,320,250,6590,0.000000,0.00,0.00,0.00,145,576,0,3487,84,324,0,2036,113,734,0,2717,9,17,3,232
39899,KMDW,10,5,2009,51.800000,60.8,42.8,1243.2,41.430000,46.3,39.1,994.3,46.480000,50.4,41.1,1115.4,69,93,48,1662,995.110000,997.2,991.6,23882.6,79,100,7,1897,49.850000,60.2,38.1,1196.5,49.850000,60.2,38.1,1196.5,5,11,1,130,187,360,70,4500,0.000000,0.00,0.00,0.00,95,394,0,2287,84,321,0,2030,17,106,0,426,6,13,1,152
39899,KMDW,10,6,2009,55.330000,60.8,50.0,1327.9,46.860000,57.1,37.3,1124.7,50.840000,58.5,44.0,1220.2,74,94,51,1786,982.380000,991.6,975.9,23577.1,91,100,59,2195,52.080000,58.3,44.1,1250.0,52.080000,58.3,44.1,1250.0,12,26,3,299,191,280,90,4590,0.010000,0.05,0.00,0.18,37,249,0,901,36,237,0,887,1,23,0,42,14,30,3,343
39899,KMDW,10,7,2009,52.100000,59.0,46.4,1250.4,38.210000,39.1,37.3,917.0,45.250000,48.9,42.9,1086.1,60,76,44,1443,991.520000,994.2,983.6,23796.5,52,100,1,1268,48.530000,58.1,41.1,1164.8,48.530000,58.1,41.1,1164.8,9,18,5,223,253,310,200,6090,0.000000,0.00,0.00,0.00,127,507,0,3057,85,319,0,2050,81,519,0,1964,10,21,6,256
39899,KMDW,10,8,2009,50.900000,53.6,46.4,1221.6,45.400000,51.7,37.3,1089.6,48.190000,51.8,42.9,1156.5,82,100,62,1982,991.670000,993.9,988.2,23800.1,83,100,11,1996,48.870000,52.1,43.5,1172.8,48.870000,52.1,43.5,1172.8,5,8,3,125,174,230,0,4190,0.010000,0.08,0.00,0.28,31,146,0,763,30,115,0,730,5,111,0,129,6,9,3,144
39899,KMDW,10,9,2009,48.200000,51.8,41.0,1156.8,45.180000,49.9,37.3,1084.2,46.680000,50.9,39.3,1120.3,89,100,81,2150,990.140000,995.5,987.2,23763.3,99,100,96,2391,43.900000,50.6,36.4,1053.5,43.900000,50.6,36.4,1053.5,8,13,4,210,283,360,0,6810,0.020000,0.06,0.00,0.41,27,144,0,654,27,144,0,654,0,0,0,0,10,15,5,243
39899,KMDW,10,10,2009,39.800000,46.4,33.8,955.2,29.650000,35.5,24.7,711.6,35.570000,39.8,30.5,853.6,68,93,46,1646,1000.110000,1003.5,995.9,24002.6,27,96,1,666,34.670000,40.7,27.0,832.1,34.670000,40.7,27.0,832.1,7,14,3,174,286,330,240,6880,0.000000,0.00,0.00,0.00,114,386,0,2740,79,291,0,1910,86,716,0,2079,8,16,3,202
39899,KMDW,10,11,2009,37.680000,44.6,28.4,904.3,22.050000,28.3,17.5,529.1,32.010000,36.7,26.5,768.3,54,80,36,1301,1005.110000,1007.2,1003.2,24122.7,35,95,0,844,33.560000,42.1,22.6,805.4,33.560000,42.1,22.6,805.4,4,8,2,116,216,340,80,5190,0.000000,0.00,0.00,0.00,155,551,0,3739,66,277,0,1599,182,800,0,4391,5,9,2,131
39899,KMDW,10,12,2009,45.280000,48.2,42.8,1086.6,34.080000,42.7,28.3,817.8,40.320000,44.5,36.7,967.6,65,93,53,1578,999.840000,1003.9,996.9,23996.1,93,100,64,2240,42.940000,48.2,38.7,1030.5,42.940000,48.2,38.7,1030.5,4,6,1,99,180,340,0,4330,0.000000,0.01,0.00,0.01,53,197,0,1275,52,193,0,1249,4,68,0,109,4,7,1,115
39899,KMDW,10,13,2009,43.400000,48.2,35.6,1041.6,32.650000,39.1,30.1,783.6,38.680000,42.4,33.3,928.4,66,81,53,1599,1004.400000,1006.5,999.9,24105.7,67,99,9,1614,37.470000,45.7,27.5,899.3,37.470000,45.7,27.5,899.3,9,13,5,234,166,360,0,3990,0.000000,0.00,0.00,0.00,149,589,0,3595,60,268,0,1440,177,792,0,4270,11,15,6,270
39899,KMDW,10,14,2009,45.500000,48.2,42.8,1092.0,35.580000,40.9,30.1,853.8,41.040000,43.0,39.4,985.0,69,87,53,1663,999.390000,1003.2,993.9,23985.4,94,100,73,2263,40.080000,44.1,36.1,961.9,40.080000,44.1,36.1,961.9,9,14,6,235,99,120,70,2390,0.000000,0.05,0.00,0.08,85,372,0,2040,72,299,0,1747,22,144,0,542,11,16,7,272
39899,KMDW,10,15,2009,42.800000,44.6,41.0,1027.2,37.600000,39.1,35.5,902.4,40.380000,41.2,39.3,969.1,82,93,70,1974,992.590000,993.9,991.6,23822.2,97,100,91,2342,37.100000,40.7,34.7,890.4,37.100000,40.7,34.7,890.4,8,12,6,212,72,100,30,1750,0.010000,0.05,0.00,0.23,58,251,0,1411,57,234,0,1377,3,32,0,72,10,14,7,244
39899,KMDW,10,16,2009,42.280000,44.6,39.2,1014.6,36.030000,37.3,30.1,864.6,39.440000,41.2,38.3,946.5,79,93,57,1903,996.950000,1000.2,993.9,23926.9,54,100,5,1305,37.550000,41.4,32.0,901.1,37.550000,41.4,32.0,901.1,6,10,3,164,236,360,0,5680,0.000000,0.00,0.00,0.00,124,438,0,2996,77,295,0,1860,101,418,0,2432,7,12,3,188
39899,KMDW,10,17,2009,44.150000,51.8,39.2,1059.6,33.850000,37.3,28.4,812.5,39.520000,42.2,36.0,948.5,68,81,40,1633,1003.150000,1004.9,999.9,24075.5,56,99,26,1364,39.740000,50.6,32.5,953.8,39.740000,50.6,32.5,953.8,7,13,3,169,285,360,0,6860,0.000000,0.00,0.00,0.00,134,504,0,3231,72,255,0,1745,123,436,0,2959,8,15,3,195
39899,KMDW,10,18,2009,44.230000,53.6,33.8,1061.4,33.260000,35.5,31.9,798.2,39.250000,43.7,32.9,941.9,68,93,44,1636,1002.140000,1005.2,996.9,24051.4,12,58,0,288,39.850000,50.7,25.2,956.3,39.850000,50.7,25.2,956.3,7,14,3,178,225,320,180,5400,0.000000,0.00,0.00,0.00,164,630,0,3946,37,116,0,894,257,871,0,6171,8,16,3,204
39899,KMDW,10,19,2009,53.830000,64.4,44.6,1291.8,39.720000,46.3,31.9,953.3,46.630000,53.5,39.0,1119.1,59,70,48,1430,993.620000,997.2,990.6,23846.9,91,100,68,2188,50.650000,64.4,37.7,1215.6,50.650000,64.4,37.7,1215.6,9,15,3,228,209,230,180,5030,0.000000,0.00,0.00,0.00,95,426,0,2280,68,285,0,1644,59,407,0,1432,11,17,3,265
39899,KMDW,10,20,2009,57.880000,64.4,51.8,1389.0,46.830000,51.7,42.7,1123.8,51.690000,56.2,47.1,1240.5,67,76,56,1610,994.630000,995.5,993.6,23871.0,97,100,87,2337,56.500000,64.4,48.5,1356.0,56.500000,64.4,48.5,1356.0,6,9,3,152,193,360,90,4640,0.020000,0.09,0.00,0.42,71,299,0,1726,66,257,0,1596,10,74,0,262,7,10,3,175
39899,KMDW,10,21,2009,61.630000,69.8,55.4,1479.0,50.730000,53.6,48.1,1217.6,55.260000,59.7,51.4,1326.2,68,82,53,1641,993.930000,995.9,991.6,23854.3,93,100,83,2250,60.280000,69.8,53.0,1446.7,60.280000,69.8,53.0,1446.7,9,15,6,233,207,230,200,4980,0.010000,0.07,0.00,0.15,84,348,0,2023,71,280,0,1721,23,134,0,567,11,17,7,267
39899,KMDW,10,22,2009,52.700000,57.2,48.2,1264.8,48.620000,51.7,46.3,1166.8,50.500000,53.4,47.2,1212.1,86,100,72,2084,991.360000,994.6,986.2,23792.6,99,100,94,2385,48.710000,55.5,42.3,1169.0,48.710000,55.5,42.3,1169.0,11,16,4,268,110,260,30,2660,0.040000,0.15,0.00,1.01,33,144,0,813,33,144,0,813,0,0,0,0,12,18,5,308
39899,KMDW,10,23,2009,52.480000,62.6,44.6,1259.4,50.410000,60.7,42.7,1209.9,51.400000,61.4,43.6,1233.5,93,100,82,2238,976.450000,985.2,971.3,23434.7,100,100,100,2400,47.740000,61.2,38.1,1145.8,47.740000,61.2,38.1,1145.8,13,19,6,325,172,250,90,4140,0.050000,0.22,0.00,1.10,27,163,0,662,27,162,0,661,0,1,0,1,15,22,7,374
39899,KMDW,10,24,2009,42.880000,48.2,39.2,1029.0,36.400000,39.1,35.5,873.6,39.880000,43.0,37.5,957.1,78,93,62,1894,983.740000,989.9,977.9,23609.7,91,100,61,2190,37.270000,45.2,30.1,894.5,37.270000,45.2,30.1,894.5,9,16,3,225,246,280,190,5920,0.000000,0.01,0.00,0.03,71,329,0,1708,63,270,0,1521,14,101,0,357,10,18,3,259
39899,KMDW,10,25,2009,53.530000,62.6,44.6,1284.6,42.480000,48.1,35.5,1019.4,47.740000,53.6,40.4,1145.7,67,87,55,1610,992.560000,995.9,990.6,23821.4,97,100,91,2346,51.500000,62.1,40.2,1236.1,51.500000,62.1,40.2,1236.1,6,14,3,160,190,260,130,4560,0.010000,0.08,0.00,0.28,75,337,0,1801,66,269,0,1592,16,115,0,384,7,16,3,185
39899,KMDW,10,26,2009,52.180000,55.4,50.0,1252.2,47.270000,51.6,44.5,1134.5,49.540000,51.8,48.0,1188.9,83,100,67,2014,994.550000,996.2,993.2,23869.1,100,100,100,2400,49.850000,54.2,46.3,1196.5,49.850000,54.2,46.3,1196.5,6,10,3,148,206,300,160,4960,0.010000,0.07,0.00,0.28,71,323,0,1720,64,265,0,1542,13,108,0,331,7,12,3,172
39899,KMDW,10,27,2009,50.450000,51.8,48.2,1210.8,45.780000,49.9,42.7,1098.6,47.970000,50.9,45.4,1151.2,84,94,76,2020,991.580000,994.2,987.2,23797.8,100,100,100,2400,47.930000,49.9,45.1,1150.3,47.930000,49.9,45.1,1150.3,6,10,3,145,149,350,30,3580,0.000000,0.01,0.00,0.04,58,292,0,1402,56,271,0,1349,4,37,0,96,7,12,3,168
39899,KMDW,10,28,2009,53.980000,57.2,50.0,1295.4,49.230000,49.9,48.1,1181.4,51.400000,53.1,49.7,1233.6,84,100,72,2038,992.460000,996.5,987.2,23819.1,97,100,85,2343,53.060000,57.2,49.2,1273.4,53.060000,57.2,49.2,1273.4,4,9,1,98,157,360,40,3780,0.000000,0.01,0.00,0.01,67,290,0,1628,62,263,0,1511,9,74,0,227,4,10,1,110
39899,KMDW,10,29,2009,55.100000,60.8,48.2,1322.4,49.080000,53.5,46.3,1177.8,51.740000,54.8,47.2,1241.7,81,94,63,1947,993.950000,997.5,985.9,23854.9,93,100,71,2254,52.380000,60.2,45.7,1257.0,52.380000,60.2,45.7,1257.0,9,19,3,231,141,180,120,3400,0.010000,0.04,0.00,0.13,44,238,0,1069,43,227,0,1047,1,19,0,37,11,22,3,266
39899,KMDW,10,30,2009,59.300000,66.2,48.2,1423.2,54.850000,64.3,33.7,1316.4,56.860000,64.9,41.6,1364.6,86,94,57,2065,978.850000,985.6,974.9,23492.4,100,100,100,2400,56.390000,65.7,41.6,1353.4,56.390000,65.7,41.6,1353.4,14,19,9,337,196,240,140,4710,0.060000,0.34,0.00,1.48,25,119,0,612,25,119,0,612,0,0,0,0,16,22,10,389
39899,KMDW,10,31,2009,43.180000,46.4,39.2,1036.2,30.700000,37.3,24.7,736.8,37.870000,41.2,34.7,908.8,62,81,45,1492,987.840000,997.5,978.3,23708.1,91,100,78,2195,36.610000,40.2,32.8,878.7,36.610000,40.2,32.8,878.7,12,21,3,297,263,290,230,6320,0.000000,0.02,0.00,0.03,81,353,0,1951,66,254,0,1598,32,234,0,785,14,24,3,341
39899,KMDW,11,1,2009,44.080000,51.8,33.8,1057.8,30.930000,33.7,28.3,742.2,38.310000,42.9,31.7,919.4,61,81,46,1480,999.080000,1001.2,997.9,23977.9,23,99,0,562,40.130000,49.4,25.3,963.1,40.130000,49.4,25.3,963.1,6,11,3,152,200,270,150,4800,0.000000,0.00,0.00,0.00,135,546,0,3240,31,109,0,752,235,826,0,5663,7,13,3,176
39899,KMDW,11,2,2009,49.850000,60.8,44.6,1196.4,34.460000,42.7,24.7,827.0,42.730000,51.0,36.6,1025.6,55,71,42,1340,997.630000,1001.2,995.5,23943.0,68,100,6,1651,46.180000,58.5,39.2,1108.3,46.180000,58.5,39.2,1108.3,8,14,4,205,251,310,180,6040,0.010000,0.14,0.00,0.19,44,244,0,1060,43,227,0,1040,1,32,0,38,9,16,5,235
39899,KMDW,11,3,2009,41.530000,48.2,35.6,996.6,23.600000,28.3,17.6,566.4,34.580000,37.6,30.5,829.8,49,64,29,1192,1003.930000,1006.2,1001.5,24094.3,27,93,0,659,37.200000,45.3,28.6,892.7,37.200000,45.3,28.6,892.7,6,10,3,144,242,360,110,5810,0.000000,0.00,0.00,0.00,134,557,0,3220,29,103,0,702,241,885,0,5798,6,12,3,167
39899,KMDW,11,4,2009,46.700000,51.8,41.0,1120.8,31.080000,33.7,26.5,745.9,39.820000,43.4,36.1,955.6,54,65,43,1313,999.540000,1002.5,996.9,23988.9,95,100,73,2283,43.340000,51.8,38.0,1040.1,43.340000,51.8,38.0,1040.1,6,14,0,149,243,360,0,5850,0.000000,0.02,0.00,0.04,52,282,0,1264,49,245,0,1198,5,68,0,126,7,16,0,175
39899,KMDW,11,5,2009,44.980000,53.6,35.6,1079.4,28.110000,33.7,24.8,674.6,37.860000,42.0,33.3,908.7,53,81,32,1290,1003.860000,1005.2,1002.5,24092.7,8,38,0,213,40.840000,50.4,29.9,980.2,40.840000,50.4,29.9,980.2,7,17,2,182,243,320,100,5840,0.000000,0.00,0.00,0.00,117,459,0,2816,43,183,0,1052,176,696,0,4238,8,20,2,211
39899,KMDW,11,6,2009,51.730000,62.6,37.4,1241.4,32.250000,37.4,26.5,774.1,42.640000,49.7,33.7,1023.4,48,70,36,1162,996.930000,1003.5,989.6,23926.4,48,100,1,1153,47.730000,60.6,32.5,1145.5,47.730000,60.6,32.5,1145.5,11,17,5,282,171,200,110,4110,0.000000,0.00,0.00,0.00,66,378,0,1596,46,251,0,1111,52,540,0,1257,13,20,6,323
39899,KMDW,11,7,2009,59.750000,69.8,53.6,1434.0,46.540000,51.8,35.5,1117.0,52.370000,58.9,45.6,1256.9,62,82,47,1503,988.820000,993.6,986.6,23731.6,47,99,3,1146,57.910000,69.8,49.0,1389.9,57.910000,69.8,49.0,1389.9,9,16,1,236,222,250,180,5330,0.000000,0.01,0.00,0.01,81,329,0,1958,58,248,0,1400,58,354,0,1392,11,18,1,272
39899,KMDW,11,8,2009,59.300000,71.6,46.4,1423.2,50.140000,53.6,44.5,1203.3,53.850000,60.4,46.3,1292.3,73,100,53,1762,995.730000,997.5,994.2,23897.4,74,100,3,1791,57.940000,71.6,41.0,1390.6,58.320000,76.1,41.0,1399.6,8,14,2,198,158,210,100,3810,0.000000,0.01,0.00,0.01,45,227,0,1086,44,214,0,1057,2,30,0,59,9,16,2,228
39899,KMDW,11,9,2009,57.730000,64.4,51.8,1385.4,44.580000,51.7,35.5,1069.9,50.730000,56.9,44.8,1217.5,62,72,44,1492,1001.570000,1005.9,996.9,24037.7,92,100,79,2226,55.730000,64.4,47.8,1337.4,55.730000,64.4,47.8,1337.4,8,14,3,198,144,340,20,3460,0.000000,0.01,0.00,0.01,44,207,0,1067,41,178,0,999,9,103,0,221,9,16,3,226
39899,KMDW,11,10,2009,51.050000,53.6,44.6,1225.2,39.030000,40.9,37.3,936.6,45.120000,47.1,42.0,1082.8,63,81,54,1535,1007.900000,1009.2,1005.5,24189.7,73,100,3,1769,47.130000,50.4,40.7,1131.2,47.130000,50.4,40.7,1131.2,9,15,5,235,46,70,20,1120,0.000000,0.00,0.00,0.00,50,197,0,1205,47,185,0,1135,9,134,0,226,11,17,6,272
39899,KMDW,11,11,2009,46.550000,51.8,37.4,1117.2,32.000000,40.9,24.8,768.1,40.210000,43.7,35.8,965.0,59,87,37,1416,1007.330000,1009.8,1004.5,24176.0,12,53,0,299,43.230000,48.9,34.9,1037.6,43.230000,48.9,34.9,1037.6,6,12,1,153,122,360,50,2940,0.000000,0.00,0.00,0.00,116,519,0,2792,31,165,0,756,205,882,0,4936,7,14,1,175
39899,KMDW,11,12,2009,45.430000,55.4,35.6,1090.2,27.970000,33.7,21.2,671.3,38.130000,42.3,33.1,915.1,54,87,28,1317,999.260000,1004.5,993.9,23982.2,34,87,0,836,41.550000,52.6,29.6,997.3,41.550000,52.6,29.6,997.3,6,9,4,155,157,210,130,3770,0.000000,0.00,0.00,0.00,112,478,0,2690,34,158,0,817,192,842,0,4614,7,10,5,179
39899,KMDW,11,13,2009,49.180000,55.4,39.2,1180.2,31.620000,39.1,26.5,758.9,41.300000,46.6,34.1,991.1,51,66,40,1230,990.350000,994.2,986.6,23768.4,56,97,14,1360,45.300000,53.7,33.6,1087.3,45.300000,53.7,33.6,1087.3,8,13,6,199,171,200,150,4110,0.000000,0.00,0.00,0.00,105,463,0,2543,38,198,0,931,167,823,0,4029,9,15,7,230
